Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,brand,name,defaultimage,baseprice,shoetype,usagetype
jack-purcell,Jack Purcell,<p>Converse Jack Purcell. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,White,Size,US 11,CONVERSE-JACKPURCEL-WHITE-US11,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Jack Purcell,FALSE,Jack Purcell | Converse,Buy Jack Purcell by Converse. Type: sneaker. Usage: casual.,active,Converse,Jack Purcell,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1725000,sneaker,casual
calibrate-runner,Calibrate Runner,<p>Puma Calibrate Runner. Category: Running.</p>,Puma,running_shoe,"running_shoe, sport, puma",TRUE,Color,Grey/Black,Size,US 10,PUMA-CALIBRATER-GREY/B-US10,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Calibrate Runner,FALSE,Calibrate Runner | Puma,Buy Calibrate Runner by Puma. Type: running_shoe. Usage: sport.,active,Puma,Calibrate Runner,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,2070000,running_shoe,sport
327,327,<p>New Balance 327. Category: Lifestyle.</p>,New Balance,sneaker,"sneaker, casual, new balance",TRUE,Color,Blue/Orange,Size,US 8.5,NEWBALAN-327-BLUE/O-US8.,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,327,FALSE,327 | New Balance,Buy 327 by New Balance. Type: sneaker. Usage: casual.,active,New Balance,327,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2070000,sneaker,casual
gel-cumulus-23,Gel-Cumulus 23,<p>Asics Gel-Cumulus 23. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Pink,Size,US 7.5,ASICS-GEL-CUMULU-PINK-US7.,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Gel-Cumulus 23,FALSE,Gel-Cumulus 23 | Asics,Buy Gel-Cumulus 23 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Cumulus 23,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,2760000,running_shoe,sport
trailblazer,Trailblazer,<p>Fila Trailblazer. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,Green/Orange,Size,US 9,FILA-TRAILBLAZE-GREEN/-US9,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Trailblazer,FALSE,Trailblazer | Fila,Buy Trailblazer by Fila. Type: sneaker. Usage: casual.,active,Fila,Trailblazer,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1840000,sneaker,casual
go-walk-joy,Go Walk Joy,<p>Skechers Go Walk Joy. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,Black,Size,US 6.5,SKECHERS-GOWALKJOY-BLACK-US6.,500,shopify,100,deny,manual,1264770,1517724,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Go Walk Joy,FALSE,Go Walk Joy | Skechers,Buy Go Walk Joy by Skechers. Type: sneaker. Usage: casual.,active,Skechers,Go Walk Joy,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1264770,sneaker,casual
blazer-mid-77,Blazer Mid '77,<p>Nike Blazer Mid '77. Category: Casual.</p>,Nike,sneaker,"sneaker, casual, nike",TRUE,Color,White/Black,Size,US 10,NIKE-BLAZERMID'-WHITE/-US10,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Blazer Mid '77,FALSE,Blazer Mid '77 | Nike,Buy Blazer Mid '77 by Nike. Type: sneaker. Usage: casual.,active,Nike,Blazer Mid '77,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2300000,sneaker,casual
nmdr1,NMD_R1,<p>Adidas NMD_R1. Category: Lifestyle.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Pink/White,Size,US 6,ADIDAS-NMD_R1-PINK/W-US6,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,NMD_R1,FALSE,NMD_R1 | Adidas,Buy NMD_R1 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,NMD_R1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2990000,sneaker,casual
legacy-lifter,Legacy Lifter,<p>Reebok Legacy Lifter. Category: Weightlifting.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,Black/Gold,Size,US 9.5,REEBOK-LEGACYLIFT-BLACK/-US9.,500,shopify,100,deny,manual,4600000,5520000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Legacy Lifter,FALSE,Legacy Lifter | Reebok,Buy Legacy Lifter by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Legacy Lifter,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,4600000,sneaker,casual
run-star-hike,Run Star Hike,<p>Converse Run Star Hike. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Pink,Size,US 7.5,CONVERSE-RUNSTARHIK-PINK-US7.,500,shopify,100,deny,manual,2530000,3036000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Run Star Hike,FALSE,Run Star Hike | Converse,Buy Run Star Hike by Converse. Type: sneaker. Usage: casual.,active,Converse,Run Star Hike,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2530000,sneaker,casual
wild-rider,Wild Rider,<p>Puma Wild Rider. Category: Lifestyle.</p>,Puma,sneaker,"sneaker, casual, puma",TRUE,Color,Black/White,Size,US 11,PUMA-WILDRIDER-BLACK/-US11,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,Wild Rider,FALSE,Wild Rider | Puma,Buy Wild Rider by Puma. Type: sneaker. Usage: casual.,active,Puma,Wild Rider,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,2070000,sneaker,casual
slip-on,Slip-On,<p>Vans Slip-On. Category: Casual.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Black/White Checkerboard,Size,US 8,VANS-SLIP-ON-BLACK/-US8,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Slip-On,FALSE,Slip-On | Vans,Buy Slip-On by Vans. Type: sneaker. Usage: casual.,active,Vans,Slip-On,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1150000,sneaker,casual
fresh-foam-1080v10,Fresh Foam 1080v10,<p>New Balance Fresh Foam 1080v10. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Black/Green,Size,US 12,NEWBALAN-FRESHFOAM1-BLACK/-US12,500,shopify,100,deny,manual,3450000,4140000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Fresh Foam 1080v10,FALSE,Fresh Foam 1080v10 | New Balance,Buy Fresh Foam 1080v10 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam 1080v10,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,3450000,running_shoe,sport
gel-quantum-360-6,Gel-Quantum 360 6,<p>Asics Gel-Quantum 360 6. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black/White,Size,US 9,ASICS-GEL-QUANTU-BLACK/-US9,500,shopify,100,deny,manual,3450000,4140000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Gel-Quantum 360 6,FALSE,Gel-Quantum 360 6 | Asics,Buy Gel-Quantum 360 6 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Quantum 360 6,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,3450000,running_shoe,sport
spaghetti,Spaghetti,<p>Fila Spaghetti. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White/Navy,Size,US 9.5,FILA-SPAGHETTI-WHITE/-US9.,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Spaghetti,FALSE,Spaghetti | Fila,Buy Spaghetti by Fila. Type: sneaker. Usage: casual.,active,Fila,Spaghetti,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1725000,sneaker,casual
air-max-90,Air Max 90,<p>Nike Air Max 90. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,White,Size,US 8.5,NIKE-AIRMAX90-WHITE-US8.,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Air Max 90,FALSE,Air Max 90 | Nike,Buy Air Max 90 by Nike. Type: running_shoe. Usage: sport.,active,Nike,Air Max 90,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2760000,running_shoe,sport
nano-x,Nano X,<p>Reebok Nano X. Category: Crossfit.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,Grey,Size,US 9,REEBOK-NANOX-GREY-US9,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,Nano X,FALSE,Nano X | Reebok,Buy Nano X by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Nano X,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,2990000,sneaker,casual
all-star-pro-bb,All Star Pro BB,<p>Converse All Star Pro BB. Category: Basketball.</p>,Converse,basketball_shoe,"basketball_shoe, sport, converse",TRUE,Color,Purple,Size,US 9.5,CONVERSE-ALLSTARPRO-PURPLE-US9.,500,shopify,100,deny,manual,2530000,3036000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,All Star Pro BB,FALSE,All Star Pro BB | Converse,Buy All Star Pro BB by Converse. Type: basketball_shoe. Usage: sport.,active,Converse,All Star Pro BB,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,2530000,basketball_shoe,sport
suede-classic,Suede Classic,<p>Puma Suede Classic. Category: Casual.</p>,Puma,sneaker,"sneaker, casual, puma",TRUE,Color,Black,Size,US 11,PUMA-SUEDECLASS-BLACK-US11,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Suede Classic,FALSE,Suede Classic | Puma,Buy Suede Classic by Puma. Type: sneaker. Usage: casual.,active,Puma,Suede Classic,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1495000,sneaker,casual
sk8-hi,Sk8-Hi,<p>Vans Sk8-Hi. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Yellow,Size,US 7.5,VANS-SK8-HI-YELLOW-US7.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Sk8-Hi,FALSE,Sk8-Hi | Vans,Buy Sk8-Hi by Vans. Type: sneaker. Usage: casual.,active,Vans,Sk8-Hi,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1495000,sneaker,casual
574,574,<p>New Balance 574. Category: Casual.</p>,New Balance,sneaker,"sneaker, casual, new balance",TRUE,Color,Grey,Size,US 10,NEWBALAN-574-GREY-US10,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,574,FALSE,574 | New Balance,Buy 574 by New Balance. Type: sneaker. Usage: casual.,active,New Balance,574,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1840000,sneaker,casual
gel-quantum-360-6,Gel-Quantum 360 6,<p>Asics Gel-Quantum 360 6. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black,Size,US 8.5,ASICS-GEL-QUANTU-BLACK-US8.,500,shopify,100,deny,manual,3450000,4140000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Gel-Quantum 360 6,FALSE,Gel-Quantum 360 6 | Asics,Buy Gel-Quantum 360 6 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Quantum 360 6,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,3450000,running_shoe,sport
original-fitness,Original Fitness,<p>Fila Original Fitness. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White,Size,US 10.5,FILA-ORIGINALFI-WHITE-US10,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Original Fitness,FALSE,Original Fitness | Fila,Buy Original Fitness by Fila. Type: sneaker. Usage: casual.,active,Fila,Original Fitness,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1495000,sneaker,casual
go-run-600,Go Run 600,<p>Skechers Go Run 600. Category: Running.</p>,Skechers,running_shoe,"running_shoe, sport, skechers",TRUE,Color,Pink,Size,US 6,SKECHERS-GORUN600-PINK-US6,500,shopify,100,deny,manual,1380000,1656000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,Go Run 600,FALSE,Go Run 600 | Skechers,Buy Go Run 600 by Skechers. Type: running_shoe. Usage: sport.,active,Skechers,Go Run 600,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1380000,running_shoe,sport
air-force-1,Air Force 1,<p>Nike Air Force 1. Category: Casual.</p>,Nike,sneaker,"sneaker, casual, nike",TRUE,Color,Grey,Size,US 9.5,NIKE-AIRFORCE1-GREY-US9.,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Air Force 1,FALSE,Air Force 1 | Nike,Buy Air Force 1 by Nike. Type: sneaker. Usage: casual.,active,Nike,Air Force 1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2070000,sneaker,casual
yeezy-boost-350,Yeezy Boost 350,<p>Adidas Yeezy Boost 350. Category: Lifestyle.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Cream,Size,US 6.5,ADIDAS-YEEZYBOOST-CREAM-US6.,500,shopify,100,deny,manual,5060000,6072000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Yeezy Boost 350,FALSE,Yeezy Boost 350 | Adidas,Buy Yeezy Boost 350 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,Yeezy Boost 350,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,5060000,sneaker,casual
legacy-lifter,Legacy Lifter,<p>Reebok Legacy Lifter. Category: Weightlifting.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,Black,Size,US 10.5,REEBOK-LEGACYLIFT-BLACK-US10,500,shopify,100,deny,manual,4600000,5520000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Legacy Lifter,FALSE,Legacy Lifter | Reebok,Buy Legacy Lifter by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Legacy Lifter,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,4600000,sneaker,casual
pro-leather,Pro Leather,<p>Converse Pro Leather. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,White/Green,Size,US 8.5,CONVERSE-PROLEATHER-WHITE/-US8.,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Pro Leather,FALSE,Pro Leather | Converse,Buy Pro Leather by Converse. Type: sneaker. Usage: casual.,active,Converse,Pro Leather,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1955000,sneaker,casual
rs-x-puzzle,RS-X³ Puzzle,<p>Puma RS-X³ Puzzle. Category: Lifestyle.</p>,Puma,sneaker,"sneaker, casual, puma",TRUE,Color,Red,Size,US 8.5,PUMA-RS-X³PUZZL-RED-US8.,500,shopify,100,deny,manual,2530000,3036000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,RS-X³ Puzzle,FALSE,RS-X³ Puzzle | Puma,Buy RS-X³ Puzzle by Puma. Type: sneaker. Usage: casual.,active,Puma,RS-X³ Puzzle,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2530000,sneaker,casual
slip-on,Slip-On,<p>Vans Slip-On. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Black/White,Size,US 8,VANS-SLIP-ON-BLACK/-US8,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Slip-On,FALSE,Slip-On | Vans,Buy Slip-On by Vans. Type: sneaker. Usage: casual.,active,Vans,Slip-On,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1150000,sneaker,casual
fuelcell-propel-v3,FuelCell Propel v3,<p>New Balance FuelCell Propel v3. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Red,Size,US 9,NEWBALAN-FUELCELLPR-RED-US9,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,FuelCell Propel v3,FALSE,FuelCell Propel v3 | New Balance,Buy FuelCell Propel v3 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,FuelCell Propel v3,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,2300000,running_shoe,sport
gel-kayano-28,Gel-Kayano 28,<p>Asics Gel-Kayano 28. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,White/Pink,Size,US 7.5,ASICS-GEL-KAYANO-WHITE/-US7.,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Gel-Kayano 28,FALSE,Gel-Kayano 28 | Asics,Buy Gel-Kayano 28 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Kayano 28,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3680000,running_shoe,sport
disruptor-low,Disruptor Low,<p>Fila Disruptor Low. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White/Navy,Size,US 9.5,FILA-DISRUPTORL-WHITE/-US9.,500,shopify,100,deny,manual,1380000,1656000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Disruptor Low,FALSE,Disruptor Low | Fila,Buy Disruptor Low by Fila. Type: sneaker. Usage: casual.,active,Fila,Disruptor Low,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1380000,sneaker,casual
elite-flex,Elite Flex,<p>Skechers Elite Flex. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,Black,Size,US 7.5,SKECHERS-ELITEFLEX-BLACK-US7.,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Elite Flex,FALSE,Elite Flex | Skechers,Buy Elite Flex by Skechers. Type: sneaker. Usage: casual.,active,Skechers,Elite Flex,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1610000,sneaker,casual
air-force-1-07,Air Force 1 '07,<p>Nike Air Force 1 '07. Category: Basketball.</p>,Nike,basketball_shoe,"basketball_shoe, sport, nike",TRUE,Color,White,Size,US 9.5,NIKE-AIRFORCE1'-WHITE-US9.,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Air Force 1 '07,FALSE,Air Force 1 '07 | Nike,Buy Air Force 1 '07 by Nike. Type: basketball_shoe. Usage: sport.,active,Nike,Air Force 1 '07,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,2300000,basketball_shoe,sport
nmdr1,NMD_R1,<p>Adidas NMD_R1. Category: Running.</p>,Adidas,running_shoe,"running_shoe, sport, adidas",TRUE,Color,Grey,Size,US 7,ADIDAS-NMD_R1-GREY-US7,500,shopify,100,deny,manual,3220000,3864000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,NMD_R1,FALSE,NMD_R1 | Adidas,Buy NMD_R1 by Adidas. Type: running_shoe. Usage: sport.,active,Adidas,NMD_R1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3220000,running_shoe,sport
aztrek-double-mix,Aztrek Double Mix,<p>Reebok Aztrek Double Mix. Category: Casual.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,Pink/White,Size,US 8,REEBOK-AZTREKDOUB-PINK/W-US8,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Aztrek Double Mix,FALSE,Aztrek Double Mix | Reebok,Buy Aztrek Double Mix by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Aztrek Double Mix,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,2300000,sneaker,casual
all-star-leather,All Star Leather,<p>Converse All Star Leather. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Black,Size,US 8.5,CONVERSE-ALLSTARLEA-BLACK-US8.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,All Star Leather,FALSE,All Star Leather | Converse,Buy All Star Leather by Converse. Type: sneaker. Usage: casual.,active,Converse,All Star Leather,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1495000,sneaker,casual
calibrate-runner,Calibrate Runner,<p>Puma Calibrate Runner. Category: Running.</p>,Puma,running_shoe,"running_shoe, sport, puma",TRUE,Color,Blue,Size,US 10,PUMA-CALIBRATER-BLUE-US10,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Calibrate Runner,FALSE,Calibrate Runner | Puma,Buy Calibrate Runner by Puma. Type: running_shoe. Usage: sport.,active,Puma,Calibrate Runner,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,2070000,running_shoe,sport
fresh-foam-880v11,Fresh Foam 880v11,<p>New Balance Fresh Foam 880v11. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Red,Size,US 11.5,NEWBALAN-FRESHFOAM8-RED-US11,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Fresh Foam 880v11,FALSE,Fresh Foam 880v11 | New Balance,Buy Fresh Foam 880v11 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam 880v11,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,2990000,running_shoe,sport
gel-cumulus-23,Gel-Cumulus 23,<p>Asics Gel-Cumulus 23. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Purple,Size,US 9.5,ASICS-GEL-CUMULU-PURPLE-US9.,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Gel-Cumulus 23,FALSE,Gel-Cumulus 23 | Asics,Buy Gel-Cumulus 23 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Cumulus 23,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,2760000,running_shoe,sport
summits-quick-lapse,Summits - Quick Lapse,<p>Skechers Summits - Quick Lapse. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,Black/Pink,Size,US 8,SKECHERS-SUMMITS-QU-BLACK/-US8,500,shopify,100,deny,manual,1380000,1656000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,Summits - Quick Lapse,FALSE,Summits - Quick Lapse | Skechers,Buy Summits - Quick Lapse by Skechers. Type: sneaker. Usage: casual.,active,Skechers,Summits - Quick Lapse,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1380000,sneaker,casual
air-max-97,Air Max 97,<p>Nike Air Max 97. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Black,Size,US 11.5,NIKE-AIRMAX97-BLACK-US11,500,shopify,100,deny,manual,3910000,4692000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Air Max 97,FALSE,Air Max 97 | Nike,Buy Air Max 97 by Nike. Type: running_shoe. Usage: sport.,active,Nike,Air Max 97,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,3910000,running_shoe,sport
zx-2k-boost,ZX 2K Boost,<p>Adidas ZX 2K Boost. Category: Casual.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,White/Pink,Size,US 7.5,ADIDAS-ZX2KBOOST-WHITE/-US7.,500,shopify,100,deny,manual,3450000,4140000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,ZX 2K Boost,FALSE,ZX 2K Boost | Adidas,Buy ZX 2K Boost by Adidas. Type: sneaker. Usage: casual.,active,Adidas,ZX 2K Boost,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,3450000,sneaker,casual
club-c-revenge,Club C Revenge,<p>Reebok Club C Revenge. Category: Casual.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,White/Green,Size,US 10,REEBOK-CLUBCREVEN-WHITE/-US10,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Club C Revenge,FALSE,Club C Revenge | Reebok,Buy Club C Revenge by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Club C Revenge,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1840000,sneaker,casual
chuck-70-high,Chuck 70 High,<p>Converse Chuck 70 High. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Red,Size,US 6,CONVERSE-CHUCK70HIG-RED-US6,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Chuck 70 High,FALSE,Chuck 70 High | Converse,Buy Chuck 70 High by Converse. Type: sneaker. Usage: casual.,active,Converse,Chuck 70 High,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1955000,sneaker,casual
